SDSS Object ID,RA,DEC,zsp,DR1 Source,RA,DEC,Sint,DR2 Source,RA,DEC,Sint,Offset,WISE,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W23,W12
1237661387604426889,212.231588,54.71799,0.0405,ILTJ140855.57+544304.7,212.2315,54.718,2.4,ILTJ140855.59+544304.8,212.23161,54.718,2.93,0.06,J140855.59+544304.7,12.754,0.023,12.631,0.023,8.845,0.025,3.786,0.123
1237659150458749035,221.281179,54.967106,0.03819,ILTJ144507.70+545800.4,221.2821,54.9668,1.1,ILTJ144507.72+545800.7,221.28216,54.96687,1.226,2.2,J144507.49+545801.5,12.037,0.022,12.069,0.022,10.839,0.065,1.23,-0.032
1237659327093342236,223.09977,55.107415,0.04023,ILTJ145223.95+550626.7,223.0998,55.1074,3.2,ILTJ145223.98+550626.6,223.09991,55.1074,3.506,0.3,J145223.94+550626.7,12.191,0.023,12.213,0.021,10.461,0.052,1.752,-0.022
1237661386529308802,206.665054,55.113987,0.0398,ILTJ134639.60+550650.2,206.665,55.114,1.6,ILTJ134639.63+550650.5,206.66512,55.11403,1.659,0.21,J134639.62+550650.2,13.767,0.025,13.559,0.029,9.528,0.031,4.031,0.208
1237657590859104288,180.458886,55.145074,0.00348,ILTJ120149.93+550832.8,180.458,55.1425,1.8,ILTJ120149.90+550832.8,180.4579,55.14245,2.552,9.65,J120150.13+550842.4,13.94,0.026,13.878,0.034,10.79,0.091,3.088,0.062
1237659326556143635,221.665152,55.167344,0.04041,ILTJ144642.14+550954.5,221.6756,55.1651,0.9,ILTJ144642.12+550954.6,221.6755,55.16518,0.987,22.67,J144639.63+551002.4,12.102,0.022,12.162,0.021,10.524,0.047,1.638,-0.06
1237661418749165591,212.821662,55.306779,0.04228,ILTJ141117.18+551824.5,212.8216,55.3068,0.8,ILTJ141117.19+551824.1,212.82163,55.3067,0.87,0.29,J141117.20+551824.5,11.803,0.023,11.834,0.021,11.151,0.105,0.683,-0.031
1237655368760164378,222.844708,55.401345,0.03818,ILTJ145122.63+552404.5,222.8443,55.4013,1,ILTJ145122.73+552404.1,222.84469,55.40114,0.999,0.75,J145122.74+552404.8,11.683,0.023,11.734,0.021,11.015,0.069,0.719,-0.051
1237655368760229914,223.130497,55.407173,0.03844,ILTJ145231.36+552425.7,223.1307,55.4072,4,ILTJ145231.36+552425.7,223.13065,55.40715,5.339,0.33,J145231.31+552425.8,11.697,0.023,11.731,0.021,10.98,0.068,0.751,-0.034
1237661388678234149,212.991772,55.409759,0.04099,ILTJ141158.00+552435.0,212.9916,55.4097,1.1,ILTJ141158.00+552434.8,212.99165,55.40969,1.649,0.35,J141158.03+552435.2,11.544,0.022,11.57,0.021,10.903,0.08,0.667,-0.026
1237661386528653549,204.18544,55.409902,0.03951,ILTJ133644.47+552435.7,204.1853,55.4099,1.9,ILTJ133644.50+552436.0,204.1854,55.41,2.511,0.36,J133644.50+552435.6,11.976,0.023,12.023,0.022,9.867,0.043,2.156,-0.047
1237659149920960691,217.762556,55.535567,0.04156,ILTJ143103.01+553208.2,217.7625,55.5356,3.7,ILTJ143103.05+553208.1,217.76271,55.53561,3.858,0.35,J143103.00+553208.0,12.067,0.023,12.092,0.022,11.265,0.11,0.827,-0.025
1237655463777796229,223.695114,55.536501,0.03176,ILTJ145446.89+553211.2,223.6954,55.5364,1.6,ILTJ145446.82+553211.6,223.69509,55.53656,2.472,0.21,J145446.84+553211.4,12.94,0.024,12.866,0.024,9.403,0.027,3.463,0.074
1237658918530318478,186.412486,55.708053,0.0337,ILTJ122539.03+554229.1,186.4126,55.7081,2.2,ILTJ122539.04+554229.1,186.41266,55.70809,2.664,0.38,J122539.01+554229.1,11.553,0.023,11.565,0.021,9.7,0.04,1.865,-0.012
1237658918530056305,185.422974,55.787171,0.03428,ILTJ122141.53+554714.1,185.423,55.7873,1.2,ILTJ122141.51+554713.6,185.42296,55.78711,1.261,0.21,J122141.54+554713.8,11.767,0.022,11.783,0.021,11.201,0.128,0.582,-0.016
1237661418748379173,209.888228,56.04131,0.03403,ILTJ135933.20+560228.6,209.8883,56.0413,7.2,ILTJ135933.21+560228.4,209.88836,56.04125,8.22,0.35,J135933.18+560228.7,12.271,0.023,11.966,0.021,7.545,0.018,4.421,0.305
1237659326555291664,218.498407,56.047502,0.03684,ILTJ143359.66+560250.4,218.4986,56.0474,2.6,ILTJ143359.65+560250.8,218.49853,56.04744,3.261,0.34,J143359.61+560250.8,13.069,0.024,12.879,0.024,8.975,0.026,3.904,0.19
1237659324943237142,212.300465,56.398915,0.04166,ILTJ140912.15+562356.2,212.3006,56.399,1.8,ILTJ140912.17+562355.9,212.3007,56.39888,1.747,0.49,J140912.10+562356.1,11.691,0.023,11.712,0.021,10.978,0.091,0.734,-0.021
